"input","output","date","conv_id","user_id","channel_source","intencion","tipo_queja"
"tengo problema para recibir una transferencia de me puedes ayudar con eso por favor","Claro que puedo ayudarte. Si no ves reflejada una transferencia de 14,000 pesos en tu cuenta, primero revisa que no hayas superado el límite de depósitos de tu Cuenta Hey. También verifica con la persona que te hizo la transferencia si no fue devuelta y pide la clave de rastreo para consultar el estatus en la página de Banxico. Si después de esto la transferencia aún no aparece, lo ideal es que te comuniques con el Centro de Atención a Clientes para que te apoyen a resolverlo.

¿Quieres que te explique cómo revisar el comprobante electrónico de pago (CEP) en Banxico o necesitas ayuda con otro tema?",2025-08-22,"decbe136-2148-4231-9234-d086f5cba00a","USR-13751",1,"queja","problemas transferencias"
"al intentar marca un error","Claro que sí, te explico. Si al intentar hacer la transferencia a tu cuenta la persona recibe un error, puede deberse a varias causas comunes:

- La información ingresada, como la CLABE o el nombre del beneficiario, puede estar incorrecta.
- Puede que la cuenta receptora tenga algún límite de depósitos que se haya alcanzado.
- También puede ser que el banco emisor tenga restricciones o límites para transferencias.
- A veces, copiar y pegar datos puede generar errores, por eso es mejor ingresar la información manualmente.

Recomienda a la persona que revise cuidadosamente estos puntos y que intente de nuevo. Si el problema persiste, puede ser útil que descargue el comprobante electrónico de pago (CEP) para verificar el estado de la transferencia.

¿Quieres que te ayude con algo más relacionado a transferencias o algún otro producto de Hey Banco?",2025-08-22,"decbe136-2148-4231-9234-d086f5cba00a","USR-13751",1,"queja","error tecnico"
"intentaron hacer un cargo a una de mis tarjetas y fue rechazado","Lamento escuchar eso. Si tu tarjeta fue rechazada, hay varias razones por las que esto puede haber sucedido. Te recomiendo que sigas estos pasos:

1. Revisa en la app si hay algún bloqueo de emergencia en tu tarjeta.
2. Asegúrate de que el NIP o CVV que ingresaste sea correcto.
3. Verifica que tengas saldo suficiente para la compra.
4. Revisa los parámetros de compras en la app.

Si tu tarjeta está desgastada, puedes pedir una nueva fácilmente desde la app. Y si es una tarjeta nueva y sigue fallando, lo mejor es que contactes a nuestro Centro de Atención a Clientes al 8143922626 para que te ayuden.

Si necesitas más información o tienes alguna otra pregunta, ¡aquí estoy para ayudarte!",2025-09-01,"dee9148e-d941-44e4-bd55-39f29fdd25e9","USR-09585",1,"queja","tarjeta rechazada"
"es que hoy no puedo entrar a mi banca en linea","Lamento escuchar eso. Para ingresar a la Banca Web de Hey Banco, asegúrate de seguir estos pasos:

1. Ve a [https://banco.hey.inc](https://banco.hey.inc).
2. Haz clic en 'Banca web'.
3. Elige si quieres acceder a la Banca Personas o a la Banca Negocios.
4. Usa tu usuario, contraseña y el token de la app para ingresar.

Si sigues teniendo problemas, verifica que tus credenciales sean correctas o intenta reiniciar tu dispositivo. Si necesitas más ayuda, no dudes en decírmelo. ¿Hay algo más con lo que te pueda apoyar?",2025-08-14,"df91de2a6d8da5c28cf3e9dc2c984e76","USR-13879",1,"queja","bloqueo"
"buen dia tengo problemas con unos cargos","¡Buen día! Lamento que estés teniendo problemas con cargos en tu cuenta. Para ayudarte mejor, ¿podrías decirme si los cargos son en tu Tarjeta de Crédito Hey, Tarjeta de Débito o en alguna otra cuenta? Así te puedo guiar paso a paso para reportarlos y aclararlos correctamente. ¿Quieres que te explique cómo hacerlo?",2025-09-28,"dfb296b9-f7a7-4f50-9b59-bddba9b37e80","USR-07507",1,"queja","otro"
"porque no puedo aumentar la linea de credito en mi tarjeta garantizada aunque tenga dinero en mi cuenta de debito","Claro que puedo ayudarte con eso. En el caso de la Tarjeta de Crédito Hey con Garantía, la línea de crédito se establece desde el momento en que contratas la tarjeta y no se puede aumentar simplemente teniendo dinero ahorrado en tu cuenta de débito. 

El aumento de línea en esta tarjeta solo es posible si decides graduarte a una Tarjeta de Crédito Hey tradicional. Además, aunque tengas dinero ahorrado, esto no influye directamente en el incremento de tu línea de crédito, ya que lo que realmente importa para un aumento es tu historial crediticio y cómo manejas tus pagos.

Después de seis meses con tu tarjeta, el banco hace una evaluación automática para ver si calificas para un crédito tradicional o un aumento en tu línea, y si es así, te lo notifican por correo o en la app. Pero en el caso de la tarjeta garantizada, la única forma de aumentar tu línea es cambiando a la tarjeta tradicional.

¿Quieres que te explique cómo funciona la Tarjeta de Crédito Hey tradicional o te interesa conocer otras opciones para mejorar tu crédito?",2025-10-03,"e05fb95b-7a43-46f4-8a5b-3faf3bb30722","USR-01332",1,"queja","bloqueo"
"quiero que me expliques porque hay un menu para dar mas dinero en garantia pero da un error al intentar aumentar la garantia","Claro que sí te explico. El motivo por el que da error al intentar aumentar la garantía en el menú de tu Tarjeta de Crédito Hey con Garantía es porque, por ahora, no está permitido aumentar la garantía después de haberla establecido al momento de la solicitud. 

El sistema no permite hacer ese cambio porque la garantía es un monto fijo que se define solo una vez al abrir la tarjeta y no se puede modificar después. Si necesitas una línea de crédito mayor, la opción es graduarte a una Tarjeta de Crédito Hey tradicional, que no requiere garantía y puede ofrecerte un límite más alto basado en tu historial crediticio.

¿Quieres que te ayude a conocer cómo hacer esa graduación o tienes alguna otra duda sobre tu tarjeta?",2025-10-03,"e05fb95b-7a43-46f4-8a5b-3faf3bb30722","USR-01332",1,"queja","error tecnico"
"buen dia tengo un problema con el pago de mi nomina","Lamento escuchar eso. ¿Podrías darme más detalles sobre el problema que estás enfrentando con el pago de tu nómina? Estoy aquí para ayudarte en lo que necesites.",2025-07-23,"e0f02a13-0f0d-4a4d-b789-3d78b299e639","USR-05580",1,"queja","otro"
"porque no puedo acceder a un credito personal","Lamento escuchar eso. Si no puedes acceder a un crédito personal, puede ser por varias razones. Aquí te menciono algunas:

1. **Antigüedad del crédito**: Si ya tienes un crédito personal, este debe tener al menos 12 meses de antigüedad y estar al día con los pagos para que puedas solicitar más.

2. **Requisitos**: Para obtener un Crédito Personal Hey, necesitas ser una persona física, ser mayor de 18 años, ser mexicano y tener una Cuenta Hey activa y validada.

3. **Condiciones de la app**: Asegúrate de que la app Hey esté actualizada y que tengas una buena conexión a internet.

Si cumples con todos estos requisitos y aún así no puedes acceder, lo mejor es que te pongas en contacto con el centro de atención a clientes para que te ayuden a resolverlo.

Si tienes alguna otra pregunta o necesitas más información, ¡no dudes en decírmelo!",2025-09-27,"e20acafa-d9a3-4fac-8f0c-96cadb7ea321","USR-14017",1,"queja","bloqueo"
"no puedo vincular mi tarjeta a google wallet dice que y esta registrada en otra wallet pero ya la borre y sigue apareciendo el mensaje","Lamento escuchar eso. Si ya eliminaste la tarjeta de Google Wallet y aún así te aparece el mensaje, te recomiendo que sigas estos pasos:

1. Asegúrate de que la tarjeta que intentas vincular no esté activa en otra cuenta de Google Wallet.
2. Verifica que tu conexión a internet esté funcionando correctamente.
3. Intenta cerrar y abrir de nuevo la app de Google Wallet.
4. Asegúrate de que la app esté actualizada a la última versión disponible.

Si después de seguir estos pasos el problema persiste, puede ser útil intentar reiniciar tu dispositivo. Si necesitas más ayuda, no dudes en preguntar. ¿Hay algo más con lo que te pueda apoyar?",2025-09-18,"e2215e40-42ef-4db9-bb92-648e1f22cce2","USR-10698",1,"queja","bloqueo"
"ya hice todos los pasos y no funciona","Lamento escuchar eso. Si ya realizaste todos los pasos y aún no puedes vincular tu tarjeta a Google Wallet, lo mejor es que contactes a nuestro centro de atención al cliente. Ellos podrán ayudarte a resolver el problema de manera más específica y rápida.

Si tienes alguna otra pregunta o necesitas información sobre nuestros productos y servicios, ¡estaré encantado de ayudarte! ¿Hay algo más en lo que pueda asistirte?",2025-09-18,"e2215e40-42ef-4db9-bb92-648e1f22cce2","USR-10698",1,"queja","bloqueo"
"por la manana me intentaron hacer dos cobros que en el establecimiento marcaron como rechazados pero en la app me aparece que si se hicieron","Lamento escuchar que tuviste esa situación con los cobros. Cuando un establecimiento marca un pago como rechazado, pero en la app aparece como si se hubiera realizado, puede tratarse de un proceso temporal de autorización o retención que luego se ajusta. Te recomiendo revisar si esos cargos se reflejan como retenidos o si se hicieron cargos definitivos. Si persiste la duda o el cargo no se ajusta, lo ideal es que lo revises con nuestro centro de atención para que puedan ayudarte a aclarar y resolver el problema. ¿Quieres que te explique cómo identificar si un cargo está retenido o definitivo en tu app? ¿O hay algo más en lo que pueda apoyarte?",2025-08-20,"e2df34142fd115e2274a4968362df244","USR-01801",1,"queja","tarjeta rechazada"
"si tengo saldo disponible pero me indica error dice que el token movil esta mal intento transferir una deuda de klar","Lamento escuchar eso. Si estás recibiendo un error relacionado con el token móvil, puede ser que el número de celular registrado en tu aplicación no esté actualizado. Te recomiendo que verifiques que tu número esté correcto.

Si el problema persiste, lo mejor es que te comuniques con nuestro Servicio de Atención al Cliente al 81 HEY BANCO (81 4392 2626) para que te puedan brindar asistencia específica sobre tu caso. 

Si hay algo más en lo que pueda ayudarte, ¡no dudes en decírmelo!",2025-08-14,"e2ee79e1-9e6d-4ee5-9f3d-19fdb0051fbd","USR-04673",1,"queja","error tecnico"
"error en app","Lamento escuchar eso. Si tienes problemas al abrir tu app, aquí hay algunas cosas que puedes intentar:

1. Asegúrate de que tu conexión a internet esté funcionando correctamente.
2. Cierra y vuelve a abrir la app.
3. Revisa si hay actualizaciones pendientes para la app.
4. Si el problema persiste, puedes intentar borrar los datos y caché de la app.

Si después de intentar estos pasos sigues teniendo problemas, lo mejor es contactar al Centro de Atención a Clientes para que te apoyen. 

¿Hay algo más con lo que te pueda ayudar?",2025-09-11,"e2f8ed91e659b6f0a77061bd24e51d81","USR-12694",1,"queja","error tecnico"
"si no puedo acceder a mi app despues de cambiar contrasena","Lamento escuchar eso. Si no puedes acceder a tu app después de cambiar tu contraseña, aquí hay algunos pasos que puedes seguir:

1. Asegúrate de estar ingresando el usuario y la nueva contraseña correctamente.
2. Si no recuerdas tu usuario o contraseña, puedes seleccionar ""No recuerdo mi usuario"" o ""No recuerdo mi contraseña"" en la pantalla de inicio de sesión y seguir las instrucciones.
3. Verifica que tu conexión a internet esté activa.

Si después de intentar estos pasos aún no puedes acceder, te recomendaría contactar al Centro de Atención a Clientes para que te brinden asistencia específica.

¿Hay algo más en lo que pueda ayudarte?",2025-09-11,"e2f8ed91e659b6f0a77061bd24e51d81","USR-12694",1,"queja","bloqueo"
"me solicita reconocimiento facial y de ahi ya no pasa me da error","Lamento escuchar eso. Si la app te solicita reconocimiento facial pero no avanza y te da un error, aquí hay algunas sugerencias que puedes intentar:

1. Asegúrate de que la cámara de tu dispositivo esté limpia y funcionando correctamente.
2. Verifica que tengas suficiente luz en el entorno para que el reconocimiento facial pueda funcionar adecuadamente.
3. Cierra y vuelve a abrir la app para intentar nuevamente.
4. Si el problema persiste, asegúrate de que la app esté actualizada a la última versión disponible.

Si después de intentar estos pasos sigues teniendo problemas, lo mejor es contactar al Centro de Atención a Clientes para que te ayuden a resolverlo.

¿Hay algo más con lo que te pueda ayudar?",2025-09-11,"e2f8ed91e659b6f0a77061bd24e51d81","USR-12694",1,"queja","error tecnico"
"pues no puedo hacer nada necesito ayuda","Lamento escuchar eso. Si no puedes hacer nada con el token de tu tarjeta digital, lo mejor es que revises lo siguiente:

1. Asegúrate de que estás ingresando el token correcto y que no hay errores tipográficos.
2. Verifica que tu tarjeta digital esté activa y no haya sido bloqueada por alguna razón.

Si después de esto sigues teniendo problemas, lo más recomendable es que contactes a nuestro centro de atención al cliente para que te ayuden a resolver el inconveniente.

Si tienes alguna otra pregunta o necesitas más información, ¡estaré encantado de ayudarte!",2025-09-13,"e3542a9c-ff0b-449b-9aa6-898a86cd03b7","USR-11331",1,"queja","bloqueo"
"me manda un error al querer hacer una transferencia de adeudo de otro banco","Disculpa  por  el  inconveniente .  Para  realizar  una  transferencia  de  deuda  de  otro  banco a  Hey  Banco ,  necesitas  tener  una  Tarjeta  de  Crédito  Hey .  Puedes  hacerlo  fácilmente  desde  tu  App o  Banca  Electrónica .  Recuerda  que  debes  tener  saldo  disponible  para  esto .  ¿  Quieres  que  te  explique  los pasos  detallados ?",2025-08-08 17:41:46.432225,"e403b5e6-64a9-4737-ac71-f39feecd1cf4","USR-08073",2,"queja","error tecnico"
"en los pasos ya los se solamente que me esta mandando un error de token bin","Disculpa  por  el  inconveniente . Si  estás  recibiendo  un  error  de  token  bin ,  es  posible  que  el  código  de  activación  no  esté  asociado a  tu  dispositivo o  que  el  número  de  teléfono  que  se  está  enviando  el  código  no  sea  el  correcto .  Puedes  intentar  reiniciar  la  aplicación o  contactar  al  Centro  de  Atención  al  Cliente  al  8143922626  para  obtener  ayuda  adicional .",2025-08-08 17:42:00.999452,"e403b5e6-64a9-4737-ac71-f39feecd1cf4","USR-08073",2,"queja","error tecnico"
"no puedo crearle una cuenta de hey menores a mi hija me dice que el rfc no es valido no entiendo","Lamento escuchar eso. Para abrir una Cuenta Hey Menores, es necesario que la Cuenta Hey del padre o tutor esté validada. Si ya tienes eso en orden y aún así te aparece el mensaje de que el RFC no es válido, asegúrate de que todos los datos ingresados coincidan exactamente con los documentos. 

Si el problema persiste, lo mejor es que te pongas en contacto con el centro de atención a clientes para que te ayuden a resolverlo. Si tienes alguna otra pregunta o necesitas más información, ¡aquí estoy para ayudarte!",2025-07-25,"e41b4804-d5a7-4021-8f95-50b93e0b412e","USR-01434",1,"queja","bloqueo"
"tengo un problema","Lamento escuchar que tienes un problema. ¿Podrías contarme un poco más sobre lo que está pasando para poder ayudarte mejor? Estoy aquí para apoyarte con cualquier duda o situación relacionada con tus productos o servicios de Hey Banco. ¿En qué puedo ayudarte hoy?",2025-09-19,"e4356937e5a16f8056ed824781c8ead4","USR-09314",1,"queja","otro"
"no puedo transferir la deuda y si tengo saldo","Lamento escuchar eso. Si tienes saldo a favor en tu tarjeta de crédito, puedes usarlo para hacer compras o retirarlo en un cajero automático, pero para transferir la deuda de otra tarjeta, solo puedes hacerlo una a la vez. Una vez que pagues esa deuda, podrás transferir otra.

Si necesitas más información sobre cómo manejar tu saldo o cualquier otra consulta, ¡no dudes en preguntar! Estoy aquí para ayudarte.",2025-11-14,"e45fcfa0-09b6-407e-85f5-21a7943212bf","USR-04836",1,"queja","bloqueo"
"no tengo ningun diferimiento y no puedo hacer la transaccion","Lamento escuchar eso. Si no tienes ningún diferimiento y no puedes realizar la transacción, puede ser útil revisar algunos aspectos:

1. **Límites de la tarjeta**: Asegúrate de que no hayas alcanzado el límite de tu tarjeta de crédito.
2. **Saldo disponible**: Verifica que tu saldo disponible sea suficiente para cubrir la transacción que intentas realizar.
3. **Autorizaciones**: A veces, las transacciones pueden ser bloqueadas por razones de seguridad. 

Si el problema persiste, te recomendaría revisar la aplicación o contactar a un asesor de Hey Banco para que te ayuden a resolverlo. Si tienes alguna otra pregunta o necesitas más información, ¡estaré encantado de ayudarte!",2025-11-14,"e45fcfa0-09b6-407e-85f5-21a7943212bf","USR-04836",1,"queja","bloqueo"
"no puedo verificar mi cuenta ya qhe no sirven mis camaras","Lamento escuchar que tienes problemas con la cámara para verificar tu cuenta. Te recomiendo intentar lo siguiente: asegúrate de que la cámara de tu dispositivo esté funcionando con otras aplicaciones para descartar un problema general. Si la cámara no funciona en ninguna app, puede ser un problema del dispositivo que deberías revisar.

Si la cámara funciona en otras apps pero no en la de Hey Banco, intenta reiniciar la aplicación, borrar caché o verificar si hay alguna actualización pendiente de la app. También asegúrate de tener buena iluminación y que los documentos estén claros y vigentes para facilitar la verificación.

Si después de esto sigues con problemas, lo ideal es que uses otro dispositivo para completar la verificación. ¿Quieres que te ayude con alguna otra cosa?",2025-09-20,"e4863c492cc3c559098b01d55e1a8d01","USR-01492",1,"queja","bloqueo"
"ya no puedo tener una tarjeta de credito garantizada","Claro que puedo ayudarte con eso. La Tarjeta de Crédito Hey con Garantía sigue siendo una opción disponible para quienes están empezando o mejorando su historial crediticio. Esta tarjeta es ideal para construir o fortalecer tu historial crediticio y, una vez que la uses responsablemente durante al menos 6 meses, podrías recibir una invitación para migrar a una Tarjeta de Crédito Hey tradicional, que no requiere garantía.

Si no ves la opción para solicitarla en la app, puede ser por tu historial crediticio o porque no está disponible en tu cuenta en este momento. Recuerda que el monto de esta tarjeta se establece al momento de la solicitud y no se puede cambiar después.

¿Quieres que te explique cómo solicitarla o tienes alguna otra duda sobre las tarjetas de crédito?",2025-11-05,"e48f22ba-3ca3-422b-94db-5436a415b94c","USR-01691",1,"queja","bloqueo"
"esta bien mi llamada es para saber porque no puedo hacer una transferencia","Claro! Si no puedes hacer una transferencia, puede ser por varias razones. Aquí te menciono algunas:

1. **Datos Incorrectos**: Asegúrate de que toda la información que ingresaste, como el monto y la cuenta destino, sea correcta.

2. **Límites de Cuenta**: Verifica si la transferencia supera el límite de tu cuenta. Cada cuenta tiene un límite diario para transferencias.

3. **Verificación**: A veces, las transferencias pueden estar en verificación. Esto puede suceder si hay algún problema con los datos ingresados o si la transferencia es de un monto elevado.

Si después de revisar todo esto sigues teniendo problemas, te recomendaría que descargues el comprobante electrónico de pago (CEP) de Banxico y verifiques el estado en su portal. 

Si necesitas más ayuda o tienes otra pregunta, ¡aquí estoy para ayudarte!",2025-07-10,"e49c195f-2b16-4b46-95d0-99d1ba9d19df","USR-07153",1,"queja","bloqueo"
"no puedo ver cuando tengo de credito","Claro que puedo ayudarte! Para ver el crédito disponible en tu Tarjeta de Crédito Hey, solo abre la app Hey y dirígete a la sección de 'Tarjeta de Crédito'. Ahí, del lado derecho, podrás ver tu crédito disponible. 

Si necesitas más ayuda o tienes alguna otra pregunta, no dudes en decírmelo. ¡Estoy aquí para ayudarte!",2025-10-17,"e4ca1919-567d-4ae6-8c4a-4c3661928985","USR-01228",1,"queja","bloqueo"
"porque no puedo poner tiempo aire desde la aplicacion","Claro que puedo ayudarte con eso. Actualmente, en Hey Banco no contamos con la opción de recargar tiempo aire directamente desde la aplicación. Sin embargo, puedes aprovechar otros servicios que ofrecemos para manejar tu dinero de forma fácil y segura, como la Cuenta Hey, tarjetas y más.

Si quieres, puedo ayudarte a conocer otras formas de usar tu saldo o productos que te interesen. ¿Hay algo más en lo que te pueda apoyar?",2025-08-28,"e547eeec-24fe-4089-9c0b-de08e482a004","USR-07496",1,"queja","bloqueo"
"por que no puedo pedir un prestamo","Lamento escuchar eso. Hay varias razones por las cuales podrías no poder solicitar un préstamo. Algunas de las más comunes incluyen:

1. **Requisitos de elegibilidad**: Es posible que no cumplas con los requisitos necesarios, como tener un ingreso mínimo o un historial crediticio adecuado.
2. **Documentación incompleta**: Asegúrate de tener todos los documentos requeridos listos y en orden.
3. **Límites de crédito**: Si ya tienes otros créditos o deudas, esto podría afectar tu capacidad para obtener un nuevo préstamo.

Si tienes dudas específicas sobre los créditos que ofrece Hey Banco, como el crédito personal o de auto, estaré encantado de ayudarte con más información. ¿Hay algo más con lo que te pueda apoyar?",2025-08-19,"e58e6106-b3ce-4b41-8b1a-4757bfa16c59","USR-06300",1,"queja","bloqueo"
"no puedo diferir mi deuda de tarjeta de credito","Lamento escuchar eso. Para poder diferir el saldo de tu Tarjeta de Crédito Hey, asegúrate de que tu tarjeta esté activa y al corriente. También es importante que la compra que deseas diferir sea igual o mayor a $1,000 pesos y que la diferición se realice antes de la fecha de corte de tu tarjeta.

Si necesitas ayuda para diferir tu saldo, puedes hacerlo desde la app en la sección de 'Tarjeta de Crédito', seleccionando 'Pagar' y luego 'Diferir pagos'. Si tienes alguna otra duda o necesitas más información, ¡estoy aquí para ayudarte!",2025-10-21,"e5b1df75-2949-4554-90c4-2d98ea7bca04","USR-10680",1,"queja","bloqueo"
"me da error","Lamento escuchar eso. Si te está dando un error al intentar pagar en línea, aquí hay algunos pasos que puedes seguir para solucionarlo:

1. **Usa la tarjeta virtual**: Asegúrate de estar utilizando la tarjeta virtual que puedes generar desde la app Hey, ya que es la más recomendada para compras en línea.

2. **Verifica el NIP y CVV**: Asegúrate de que el NIP y el CVV que ingresaste sean correctos. Puedes revisar el CVV dinámico en la app, ya que este cambia cada cierto tiempo.

3. **Saldo suficiente**: Verifica que tengas saldo suficiente en tu línea de crédito para cubrir el monto de la compra.

4. **Parámetros de compras**: Revisa los parámetros de compras en la app para asegurarte de que no haya restricciones.

5. **Bloqueo de emergencia**: Asegúrate de que tu tarjeta no esté bloqueada por emergencia. Puedes verificar esto en la app.

Si después de seguir estos pasos sigues teniendo problemas, te recomendaría llamar al Centro de Atención a Clientes al 8143922626 para que te puedan ayudar de manera más específica.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-19,"e63c07c9-7685-4ba2-985c-9e125edc47d4","USR-12658",1,"queja","error tecnico"
"si el pago esta pendiente por haber sido rechazado puedo hacer el pedido nuevamente","Claro que sí! Si el pago está pendiente porque fue rechazado, puedes intentar hacer el pedido nuevamente. Sin embargo, asegúrate de que todos los datos que ingresaste sean correctos y que tengas suficiente saldo en tu cuenta. También es recomendable que utilices la tarjeta virtual para evitar problemas.

Recuerda que si el pago sigue apareciendo como pendiente, puede tardar entre 24 y 72 horas hábiles en liberarse, así que ten paciencia. 

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-10-03,"e7527d83-9bde-4721-b1bb-2d00c5077f94","USR-07594",1,"queja","tarjeta rechazada"
"que puedo hacer si no puedo usar mas mi numero de telefono como puedo acceder a mi cuenta de banco","Lamento escuchar eso. Si no puedes usar más tu número de teléfono para acceder a tu cuenta de banco, lo que debes hacer es llamar al Centro de Atención a Clientes al 8143922626. Ellos te ayudarán a actualizar tus datos y a resolver el problema para que puedas acceder a tu cuenta nuevamente.

Si tienes alguna otra pregunta o necesitas más información, ¡estoy aquí para ayudarte!",2025-09-03,"e7d83ce6-65eb-4525-bbec-0c98e71d94c8","USR-10987",1,"queja","bloqueo"
"por que no me pueden trasferir les marca error","Puede haber varias razones por las cuales no te pueden transferir. Aquí te dejo algunas posibles causas:

1. **Datos Incorrectos**: Asegúrate de que la información que se está ingresando sea correcta, como el número de cuenta y el monto. A veces, copiar y pegar puede causar errores, así que es mejor ingresarla manualmente.

2. **Límites de Depósito**: Verifica si la cuenta receptora tiene algún límite de depósitos que pueda estar impidiendo la transferencia.

3. **Verificación**: Si la transferencia está en verificación, puede ser por que el monto supera el límite de tu cuenta o simplemente está en proceso de validación.

4. **Comprobante CEP**: Descarga el comprobante electrónico de pago (CEP) y verifica el estado de la transferencia en el portal de Banxico.

Si después de revisar todo esto el problema persiste, lo mejor es que contactes al banco receptor para entender el motivo del error. Si necesitas más ayuda, ¡aquí estoy para lo que necesites!",2025-09-30,"e822dd71-8d58-4722-97f0-24c832b29ebc","USR-14103",1,"queja","error tecnico"
"por que no puedo aser transferencia","Claro que puedo ayudarte. Si no puedes hacer una transferencia, puede ser por varias razones comunes: puede que la información que ingresaste esté incorrecta, como el número de cuenta o el monto; también puede ser que la cuenta receptora tenga algún límite de depósitos o que tu cuenta tenga algún límite para transferencias. Te recomiendo revisar bien los datos que ingresaste y asegurarte de que todo esté correcto. Además, si la transferencia fue rechazada, puedes descargar el comprobante electrónico de pago (CEP) para verificar el estado.

Si quieres, puedo guiarte paso a paso para hacer una transferencia desde la app Hey Banco. ¿Quieres que te explique cómo hacerlo? ¿O tienes algún detalle específico que te esté pasando con la transferencia? Estoy aquí para ayudarte.",2025-11-13,"e8c6c992-b79a-4f90-8a14-ad9a3354ffe9","USR-13005",1,"queja","bloqueo"
"un numero para llamar no puedo solicitar mi tarjeta","Lamento escuchar eso. Si no puedes solicitar tu tarjeta, lo mejor es que te pongas en contacto con nuestro centro de atención al cliente. Ellos estarán encantados de ayudarte a resolver el problema. Si necesitas más información sobre cómo proceder, no dudes en preguntar. ¿Hay algo más en lo que pueda asistirte?",2025-09-01,"e91ff1f1-e647-4dd9-b697-6e6c5a704449","USR-05512",1,"queja","bloqueo"
"y si cumplo con todos los requisitos pero no puedo acreditar ingresos porque soy freelancer","Si eres freelancer y no puedes acreditar ingresos de la manera tradicional, aún puedes solicitar el Crédito de Auto Hey. Sin embargo, ten en cuenta que las condiciones y tasas pueden variar en comparación con los clientes que sí tienen su nómina en el banco. 

Es recomendable que presentes estados de cuenta que reflejen tus ingresos o cualquier otro documento que pueda ayudar a demostrar tu capacidad de pago.

Si necesitas más información o tienes alguna otra pregunta, ¡estoy aquí para ayudarte! ¿Hay algo más en lo que te pueda apoyar?",2025-10-22,"e9838019-ea42-43f0-8bb7-a73b02aeaea5","USR-03265",1,"queja","bloqueo"
"tengo un cargo no reconocido en mi tarjeta de debito digital fue rechazado por error en la fecha","Lamento escuchar eso. Para reportar un cargo no reconocido en tu Tarjeta de Débito Hey, puedes hacerlo desde la app de Hey Banco. Solo sigue estos pasos:

1. Inicia sesión en tu app.
2. Ve a 'Cuentas' y luego a 'Movimientos'.
3. Encuentra el cargo que no reconoces.
4. Selecciona 'No reconozco este cargo'.
5. Llena el cuestionario que te aparecerá y confirma la solicitud.

Recuerda que tienes hasta 90 días desde que se hizo el cargo para reportarlo. Una vez que hagas la aclaración, el importe del cargo no reconocido se abonará a tu Cuenta Hey, pero quedará retenido hasta que se resuelva la situación. La resolución puede tardar entre 7 y 45 días hábiles.

Si necesitas más ayuda o tienes alguna otra pregunta, ¡no dudes en decírmelo!",2025-08-23,"ea38b51f-f9a4-471a-bf5e-6d688b50ed5e","USR-13315",1,"queja","error tecnico"
"buenas tardes no puedo dar de alta una tarjeta","Lamento que estés teniendo problemas para activar tu tarjeta. Para ayudarte mejor, te recomiendo primero revisar que tu conexión a internet esté bien. Luego, intenta cerrar y abrir de nuevo la app Hey, a veces eso soluciona el problema. También verifica si tienes alguna actualización pendiente de la app. Asegúrate de que los datos que ingresaste sean correctos y que la tarjeta no esté ya activa.

Si estás activando la tarjeta física de tu Cuenta Hey, recuerda que debes ingresar los 16 dígitos de la tarjeta de débito. Si es la Tarjeta de Crédito Hey, entonces usa los números de la tarjeta de crédito.

¿Quieres que te guíe paso a paso para activar tu tarjeta desde la app? ¿O tienes algún mensaje de error específico que te aparezca? Estoy aquí para ayudarte.",2025-10-13,"eb56ee3a-fca7-4d45-9f3e-809def96e797","USR-01821",1,"queja","bloqueo"
"a que se puede deber que haya tenido este problema estoy seguro de que el codigo se ingreso bien","Claro! Si ingresaste bien el código de retiro sin tarjeta en Banregio pero el cajero te regresó a la pantalla de inicio, puede deberse a varias razones:

1. El código ya expiró, ya que solo es válido por 1 día desde que lo generaste en la app.
2. El monto que intentas retirar no está disponible en tu cuenta o excede el límite permitido.
3. El cajero Banregio pudo tener un problema técnico momentáneo.
4. Puede haber un error en la comunicación entre el cajero y el sistema del banco.

Te recomiendo generar un nuevo código desde la app y usarlo pronto. Si el problema persiste, intenta en otro cajero Banregio. ¿Quieres que te ayude con algo más?",2025-09-06,"eb894534-cd96-4836-b2a6-c213b33b1c64","USR-12378",1,"queja","otro"
"no puedo pagar mi tarjeta","Lamento escuchar eso. Si no puedes realizar el pago mínimo de tu Tarjeta de Crédito Hey, se te cobrará una comisión por pago tardío de $300 más IVA, además de los intereses que se acumulen sobre tu deuda. 

Es importante que hables con el banco lo antes posible para explorar opciones como diferir pagos o reestructurar tu deuda. En Hey Banco, siempre buscamos la mejor solución para ti. 

Si necesitas más información o ayuda con algo más, ¡no dudes en decírmelo!",2025-09-23,"ebdaaf8d-e952-4694-b4d9-8f2062ad24bf","USR-14937",1,"queja","bloqueo"
"con el cambio de cuenta clabe si me hacen una transferencia a la anterior la seguire recibiendo o habra problemas","No, no habrá problemas. Tu CLABE actual seguirá vigente y funcionando hasta el 31 de julio, por lo que seguirás recibiendo transferencias a esa cuenta sin inconvenientes. Sin embargo, después de esa fecha, deberás utilizar tu nueva CLABE para recibir transferencias.

Si tienes alguna otra pregunta o necesitas más información, ¡no dudes en decírmelo! Estoy aquí para ayudarte.",2025-08-12,"ebf2df8b-e23c-4971-9d3b-46880aef4b44","USR-03468",1,"queja","problemas transferencias"
